"Echinostephia aculeata","Echinostephia","","aculeata",NA,NA,"","","kew-2783880",TRUE,"1.1","Accepted","Menispermaceae","Echinostephia","","aculeata","","","(F.M.Bailey) Domin","kew-2783880","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elephantorrhiza obliqua","Elephantorrhiza","","obliqua",NA,NA,"","","ild-46",TRUE,"1.1","Accepted","Leguminosae","Elephantorrhiza","","obliqua","","","Burtt Davy","ild-46","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettaria cardamomum","Elettaria","","cardamomum",NA,NA,"","","kew-243056",TRUE,"1.1","Accepted","Zingiberaceae","Elettaria","","cardamomum","","","(L.) Maton","kew-243056","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettaria longipilosa","Elettaria","","longipilosa",NA,NA,"","","kew-243072",TRUE,"1.1","Accepted","Zingiberaceae","Elettaria","","longipilosa","","","S.Sakai & Nagam.","kew-243072","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettaria longituba","Elettaria","","longituba",NA,NA,"","","kew-243073",TRUE,"1.1","Accepted","Zingiberaceae","Elettaria","","longituba","","","(Ridl.) Holttum","kew-243073","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettariopsis kerbyi","Elettariopsis","","kerbyi",NA,NA,"","","kew-243110",TRUE,"1.1","Accepted","Zingiberaceae","Elettariopsis","","kerbyi","","","R.M.Sm.","kew-243110","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettariopsis smithiae","Elettariopsis","","smithiae",NA,NA,"","","kew-243123",TRUE,"1.1","Accepted","Zingiberaceae","Elettariopsis","","smithiae","","","Y.K.Kam","kew-243123","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettariopsis stenosiphon","Elettariopsis","","stenosiphon",NA,NA,"","","kew-243125",TRUE,"1.1","Accepted","Zingiberaceae","Elettariopsis","","stenosiphon","","","(K.Schum.) B.L.Burtt & R.M.Sm.","kew-243125","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettariopsis triloba","Elettariopsis","","triloba",NA,NA,"","","kew-243129",TRUE,"1.1","Accepted","Zingiberaceae","Elettariopsis","","triloba","","","(Gagnep.) Loes.","kew-243129","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Elettariopsis unifolia","Elettariopsis","","unifolia",NA,NA,"","","kew-243130",TRUE,"1.1","Accepted","Zingiberaceae","Elettariopsis","","unifolia","","","(Gagnep.) M.F.Newman","kew-243130","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine coracana","Eleusine","","coracana",NA,NA,"","","kew-410607",TRUE,"1.1","Accepted","Poaceae","Eleusine","","coracana","","","(L.) Gaertn.","kew-410607","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine floccifolia","Eleusine","","floccifolia",NA,NA,"","","kew-410628",TRUE,"1.1","Accepted","Poaceae","Eleusine","","floccifolia","","","Spreng.","kew-410628","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine indica","Eleusine","","indica",NA,NA,"","","kew-410636",TRUE,"1.1","Accepted","Poaceae","Eleusine","","indica","","","(L.) Gaertn.","kew-410636","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine intermedia","Eleusine","","intermedia",NA,NA,"","","kew-410649",TRUE,"1.1","Accepted","Poaceae","Eleusine","","intermedia","","","(Chiov.) S.M.Phillips","kew-410649","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine jaegeri","Eleusine","","jaegeri",NA,NA,"","","kew-410651",TRUE,"1.1","Accepted","Poaceae","Eleusine","","jaegeri","","","Pilg.","kew-410651","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine kigeziensis","Eleusine","","kigeziensis",NA,NA,"","","kew-410655",TRUE,"1.1","Accepted","Poaceae","Eleusine","","kigeziensis","","","S.M.Phillips","kew-410655","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine multiflora","Eleusine","","multiflora",NA,NA,"","","kew-410664",TRUE,"1.1","Accepted","Poaceae","Eleusine","","multiflora","","","Hochst. ex A.Rich.","kew-410664","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleusine tristachya","Eleusine","","tristachya",NA,NA,"","","kew-410700",TRUE,"1.1","Accepted","Poaceae","Eleusine","","tristachya","","","(Lam.) Lam.","kew-410700","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleutheranthera ruderalis","Eleutheranthera","","ruderalis",NA,NA,"","","gcc-33587",TRUE,"1.1","Accepted","Compositae","Eleutheranthera","","ruderalis","","","(Sw.) Sch.Bip.","gcc-33587","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleutherine bulbosa","Eleutherine","","bulbosa",NA,NA,"","","kew-327974",TRUE,"1.1","Accepted","Iridaceae","Eleutherine","","bulbosa","","","(Mill.) Urb.","kew-327974","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleutherine latifolia","Eleutherine","","latifolia",NA,NA,"","","kew-327978",TRUE,"1.1","Accepted","Iridaceae","Eleutherine","","latifolia","","","(Standl. & L.O.Williams) Ravenna","kew-327978","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Eleutherococcus divaricatus","Eleutherococcus","","divaricatus",NA,NA,"","","kew-66420",TRUE,"1.1","Accepted","Araliaceae","Eleutherococcus","","divaricatus","","","(Siebold & Zucc.) S.Y.Hu","kew-66420","Accepted",FALSE,FALSE,FALSE,2017-05-11
